产品类型,资产大类,字段,字段类型,字段含义,值域,特殊规则
FX_MC_SHARKFIN,外汇,SETTLE_CURRENCY_CODE,字符串,结算货币,,
FX_MC_SHARKFIN,外汇,SETTLE_DATE,日期,结算日,,yyyyMMdd
FX_MC_SHARKFIN,外汇,START_DATE,日期,起息日,,yyyyMMdd
FX_MC_SHARKFIN,外汇,STRIKE_PRICE,浮点数,行权价,,正数
FX_MC_SHARKFIN,外汇,SWITCH_DATE,日期,,,
FX_MC_SHARKFIN,外汇,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
FX_MC_SHARKFIN,外汇,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
FX_MC_SHARKFIN,外汇,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
FX_MC_SHARKFIN,外汇,UP_TOUCH_PAY,浮点数,,,
FX_MC_SHARKFIN,外汇,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
FX_RANGE_ACCURE,外汇,ABS_FLAG,布尔,绝对值标志,,
FX_RANGE_ACCURE,外汇,BASE_CURRENCY_CODE,字符串,基础货币代码,,
FX_RANGE_ACCURE,外汇,BASE_DISCOUNT_CURVE,字符串,基础折现曲线,,
FX_RANGE_ACCURE,外汇,BUY_OR_SELL,字符串,买卖方向,B/S,
FX_RANGE_ACCURE,外汇,CURRENCY_CODE,字符串,货币代码,,
FX_RANGE_ACCURE,外汇,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
FX_RANGE_ACCURE,外汇,DOMESTIC_RATE,浮点数,国内利率,,
FX_RANGE_ACCURE,外汇,EPS,浮点数,扰动步长,,
FX_RANGE_ACCURE,外汇,FIXING_ID,字符串,定盘ID,,
FX_RANGE_ACCURE,外汇,FOREIGN_RATE,浮点数,国外利率,,
FX_RANGE_ACCURE,外汇,INSTRUMENT_ID,字符串,交易编号,,
FX_RANGE_ACCURE,外汇,LOWER_BARRIER,浮点数,下障碍,,
FX_RANGE_ACCURE,外汇,MATURITY_DATE,日期,到期日,,yyyyMMdd
FX_RANGE_ACCURE,外汇,NOTIONAL,浮点数,名义金额,,非负有限数
FX_RANGE_ACCURE,外汇,OBS_DATE,字符串,观察日,,
FX_RANGE_ACCURE,外汇,PRICE_CURVE,字符串,价格曲线,,
FX_RANGE_ACCURE,外汇,PRODUCT_CODE,字符串,产品代码,,
FX_RANGE_ACCURE,外汇,RANGE_ACCURE_RATE,浮点数,区间累积收益率,,
FX_RANGE_ACCURE,外汇,RANGE_DIRECTION,字符串,区间方向,,
FX_RANGE_ACCURE,外汇,SETTLE_CURRENCY_CODE,字符串,结算货币,,
FX_RANGE_ACCURE,外汇,SETTLE_DATE,日期,结算日,,yyyyMMdd
FX_RANGE_ACCURE,外汇,SIGMABYGOALSEEK,浮点数,,,
FX_RANGE_ACCURE,外汇,START_DATE,日期,起息日,,yyyyMMdd
FX_RANGE_ACCURE,外汇,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
FX_RANGE_ACCURE,外汇,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
FX_RANGE_ACCURE,外汇,UNDERLYING_ID,字符串,标的ID,,
FX_RANGE_ACCURE,外汇,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
FX_RANGE_ACCURE,外汇,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
FX_SHARKFIN,外汇,BASE_CURRENCY_CODE,字符串,基础货币代码,,
FX_SHARKFIN,外汇,BASE_DISCOUNT_CURVE,字符串,基础折现曲线,,
FX_SHARKFIN,外汇,BASE_RATE,浮点数,基础收益率,,
FX_SHARKFIN,外汇,BUY_OR_SELL,字符串,买卖方向,B/S,
FX_SHARKFIN,外汇,CONTRACT_SIZE,浮点数,合约乘数,,默认1
FX_SHARKFIN,外汇,CURRENCY_CODE,字符串,货币代码,,
FX_SHARKFIN,外汇,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
FX_SHARKFIN,外汇,DOWN_BARRIER,浮点数,下障碍价,,
FX_SHARKFIN,外汇,FIXING_ID,字符串,定盘ID,,
FX_SHARKFIN,外汇,INSTRUMENT_ID,字符串,交易编号,,
FX_SHARKFIN,外汇,MATURITY_DATE,日期,到期日,,yyyyMMdd
FX_SHARKFIN,外汇,NOTIONAL,浮点数,名义金额,,非负有限数
FX_SHARKFIN,外汇,OPTION_TYPE,字符串,期权类型,Call/Put/Up/Down/Double,
FX_SHARKFIN,外汇,PRODUCT_CODE,字符串,产品代码,,
FX_SHARKFIN,外汇,SETTLE_CURRENCY_CODE,字符串,结算货币,,
FX_SHARKFIN,外汇,SETTLE_DATE,日期,结算日,,yyyyMMdd
FX_SHARKFIN,外汇,SETTLE_TYPE,字符串,结算方式,Cash/Physical,
FX_SHARKFIN,外汇,START_DATE,日期,起息日,,yyyyMMdd
FX_SHARKFIN,外汇,STRIKE_PRICE,浮点数,行权价,,正数
FX_SHARKFIN,外汇,TOUCH_RATE,浮点数,触碰收益率,,
FX_SHARKFIN,外汇,TRADE_DATE,日期,交易日,,yyyyMMdd
FX_SHARKFIN,外汇,UNDERLYING_CODE,字符串,标的代码,,
FX_SHARKFIN,外汇,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
FX_SHARKFIN,外汇,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
FX_SHARKFIN,外汇,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
FX_SHARKFIN,外汇,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
FX_SHARKFIN,外汇,VV_FLAG,布尔,VannaVolga开关,true/false,
FX_SPREADOPT,外汇,BASE_CURRENCY_CODE,字符串,基础货币代码,,
FX_SPREADOPT,外汇,BASE_DISCOUNT_CURVE,字符串,基础折现曲线,,
FX_SPREADOPT,外汇,BUY_OR_SELL,字符串,买卖方向,B/S,
FX_SPREADOPT,外汇,CALL_OR_PUT,字符串,看涨看跌,Call/Put,
FX_SPREADOPT,外汇,CONTRACT_SIZE,浮点数,合约乘数,,默认1
FX_SPREADOPT,外汇,CURRENCY_CODE,字符串,货币代码,,
FX_SPREADOPT,外汇,CURRENCY_PAIR,字符串,货币对,,
FX_SPREADOPT,外汇,DOWN_BARRIER,浮点数,下障碍价,,
FX_SPREADOPT,外汇,FIXING_ID,字符串,定盘ID,,
FX_SPREADOPT,外汇,INITIAL_PRICE,浮点数,,,
FX_SPREADOPT,外汇,INSTRUMENT_ID,字符串,交易编号,,
FX_SPREADOPT,外汇,MATURITY_DATE,日期,到期日,,yyyyMMdd
FX_SPREADOPT,外汇,NOTIONAL,浮点数,名义金额,,非负有限数
FX_SPREADOPT,外汇,OPTION_TYPE,字符串,期权类型,Call/Put/Up/Down/Double,
FX_SPREADOPT,外汇,PRODUCT_CODE,字符串,产品代码,,
FX_SPREADOPT,外汇,SETTLE_DATE,日期,结算日,,yyyyMMdd
FX_SPREADOPT,外汇,SETTLE_TYPE,字符串,结算方式,Cash/Physical,
FX_SPREADOPT,外汇,START_DATE,日期,起息日,,yyyyMMdd
FX_SPREADOPT,外汇,STRIKE_PRICE,浮点数,行权价,,正数
FX_SPREADOPT,外汇,TRADE_DATE,日期,交易日,,yyyyMMdd
FX_SPREADOPT,外汇,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
FX_SPREADOPT,外汇,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
FX_SPREADOPT,外汇,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
FX_SPREADOPT,外汇,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
FX_SPREADOPT,外汇,VV_FLAG,布尔,VannaVolga开关,true/false,
FX_STEP_UP,外汇,ABS_FLAG,布尔,绝对值标志,,
FX_STEP_UP,外汇,BASE_CURRENCY_CODE,字符串,基础货币代码,,
FX_STEP_UP,外汇,BASE_DISCOUNT_CURVE,字符串,基础折现曲线,,
FX_STEP_UP,外汇,BUY_OR_SELL,字符串,买卖方向,B/S,
FX_STEP_UP,外汇,CALL_OR_PUT,字符串,看涨看跌,Call/Put,
FX_STEP_UP,外汇,CURRENCY_CODE,字符串,货币代码,,
FX_STEP_UP,外汇,DAY_COUNT_BASIS,字符串,日计数基准,"actual/365,actual/360,30/360",
FX_STEP_UP,外汇,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
FX_STEP_UP,外汇,DOMESTIC_RATE,浮点数,国内利率,,
FX_STEP_UP,外汇,EPS,浮点数,扰动步长,,
FX_STEP_UP,外汇,FIXING_DATE,日期,定盘日,,yyyyMMdd
FX_STEP_UP,外汇,FIXING_ID,字符串,定盘ID,,
FX_STEP_UP,外汇,FOREIGN_RATE,浮点数,国外利率,,
FX_STEP_UP,外汇,HIGH_RATE,浮点数,高收益率,,
FX_STEP_UP,外汇,INSTRUMENT_ID,字符串,交易编号,,
FX_STEP_UP,外汇,LOWER_BARRIER,浮点数,下障碍,,
FX_STEP_UP,外汇,LOW_RATE,浮点数,低收益率,,
FX_STEP_UP,外汇,MATURITY_DATE,日期,到期日,,yyyyMMdd
FX_STEP_UP,外汇,MID_RATE,浮点数,中间收益率,,
FX_STEP_UP,外汇,NOTIONAL,浮点数,名义金额,,非负有限数
FX_STEP_UP,外汇,PRODUCT_CODE,字符串,产品代码,,
FX_STEP_UP,外汇,SETTLE_DATE,日期,结算日,,yyyyMMdd
FX_STEP_UP,外汇,SIGMABYGOALSEEK,浮点数,,,
FX_STEP_UP,外汇,START_DATE,日期,起息日,,yyyyMMdd
FX_STEP_UP,外汇,TRADE_DATE,日期,交易日,,yyyyMMdd
FX_STEP_UP,外汇,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
FX_STEP_UP,外汇,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
FX_STEP_UP,外汇,UNDERLYING_ID,字符串,标的ID,,
FX_STEP_UP,外汇,UNDERLYING_TYPE,字符串,标的类型,,
FX_STEP_UP,外汇,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
FX_STEP_UP,外汇,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
FX_STEP_UP,外汇,VV_FLAG,布尔,VannaVolga开关,true/false,
FX_WEDDING_CAKE,外汇,ABS_FLAG,布尔,绝对值标志,,
FX_WEDDING_CAKE,外汇,BASE_CURRENCY_CODE,字符串,基础货币代码,,
FX_WEDDING_CAKE,外汇,BASE_DISCOUNT_CURVE,字符串,基础折现曲线,,
FX_WEDDING_CAKE,外汇,BUY_OR_SELL,字符串,买卖方向,B/S,
FX_WEDDING_CAKE,外汇,CONTRACT_SIZE,浮点数,合约乘数,,默认1
FX_WEDDING_CAKE,外汇,CURRENCY_CODE,字符串,货币代码,,
FX_WEDDING_CAKE,外汇,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
FX_WEDDING_CAKE,外汇,EPS,浮点数,扰动步长,,
FX_WEDDING_CAKE,外汇,FIXING_ID,字符串,定盘ID,,
FX_WEDDING_CAKE,外汇,INNER_LOWER_BARRIER,浮点数,内层下障碍,,
FX_WEDDING_CAKE,外汇,INNER_RATE,浮点数,内层收益率,,
FX_WEDDING_CAKE,外汇,INNER_UPPER_BARRIER,浮点数,内层上障碍,,
FX_WEDDING_CAKE,外汇,INSTRUMENT_ID,字符串,交易编号,,
FX_WEDDING_CAKE,外汇,MATURITY_DATE,日期,到期日,,yyyyMMdd
FX_WEDDING_CAKE,外汇,MID_RATE,浮点数,中间收益率,,
FX_WEDDING_CAKE,外汇,NOTIONAL,浮点数,名义金额,,非负有限数
FX_WEDDING_CAKE,外汇,OUTER_LOWER_BARRIER,浮点数,外层下障碍,,
FX_WEDDING_CAKE,外汇,OUTER_UPPER_BARRIER,浮点数,外层上障碍,,
FX_WEDDING_CAKE,外汇,OUT_RATE,浮点数,外层收益率,,
FX_WEDDING_CAKE,外汇,PRODUCT_CODE,字符串,产品代码,,
FX_WEDDING_CAKE,外汇,SETTLE_CURRENCY_CODE,字符串,结算货币,,
FX_WEDDING_CAKE,外汇,SETTLE_DATE,日期,结算日,,yyyyMMdd
FX_WEDDING_CAKE,外汇,START_DATE,日期,起息日,,yyyyMMdd
FX_WEDDING_CAKE,外汇,TRADE_DATE,日期,交易日,,yyyyMMdd
FX_WEDDING_CAKE,外汇,UNDERLYING_CODE,字符串,标的代码,,
FX_WEDDING_CAKE,外汇,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
FX_WEDDING_CAKE,外汇,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
FX_WEDDING_CAKE,外汇,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
FX_WEDDING_CAKE,外汇,VV_FLAG,布尔,VannaVolga开关,true/false,
IRSCCS,利率,CURRENCY_CODE,字符串,货币代码,,
IRSCCS,利率,CURRENCY_PAIR,字符串,货币对,,
IRSCCS,利率,DATA_DATE,日期,数据日期,,
IRSCCS,利率,INSTRUMENT_ID,字符串,交易编号,,
IRSCCS,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IRSCCS,利率,NOTIONAL_EXCHANGE_TYPE,字符串,,,
IRSCCS,利率,PAY_CURRENCY_CODE,字符串,,,
IRSCCS,利率,PAY_DAY_COUNT_BASIS,字符串,,,
IRSCCS,利率,PAY_DISCOUNT_CURVE,字符串,,,
IRSCCS,利率,PAY_FIXING_CALENDAR,字符串,,,
IRSCCS,利率,PAY_FIXING_CURVE,字符串,,,
IRSCCS,利率,PAY_FIXING_DAYOFF,整数,,,
IRSCCS,利率,PAY_FIXING_FREQ,字符串,,,
IRSCCS,利率,PAY_FIXING_ID,字符串,,,
IRSCCS,利率,PAY_FIXING_RULE,字符串,,,
IRSCCS,利率,PAY_FLOATING_INDEX_FREQ,字符串,,,
IRSCCS,利率,PAY_FLT_DAY_COUNT_BASIS,字符串,,,
IRSCCS,利率,PAY_FREQ,字符串,付息频率,M/Q/S/A,
IRSCCS,利率,PAY_INTEREST,浮点数,,,
IRSCCS,利率,PAY_INTEREST_TYPE,字符串,,,
IRSCCS,利率,PAY_LAST_FIXING_RATE,浮点数,,,
IRSCCS,利率,PAY_NEXT_FIXING_DATE,字符串,,,
IRSCCS,利率,PAY_NOTIONAL,浮点数,支付名义金额,,
IRSCCS,利率,PAY_RESET_FREQ,字符串,,,
IRSCCS,利率,PAY_SETTLE_CALENDAR,字符串,,,
IRSCCS,利率,PAY_SETTLE_DAYOFF,整数,,,
IRSCCS,利率,PAY_SETTLE_RULE,字符串,,,
IRSCCS,利率,PAY_SPREAD,浮点数,,,
IRSCCS,利率,PRODUCT_CODE,字符串,产品代码,,
IRSCCS,利率,REC_CURRENCY_CODE,字符串,,,
IRSCCS,利率,REC_DAY_COUNT_BASIS,字符串,,,
IRSCCS,利率,REC_DISCOUNT_CURVE,字符串,,,
IRSCCS,利率,REC_FIXING_CALENDAR,字符串,,,
IRSCCS,利率,REC_FIXING_CURVE,字符串,,,
IRSCCS,利率,REC_FIXING_DAYOFF,整数,,,
IRSCCS,利率,REC_FIXING_FREQ,字符串,,,
IRSCCS,利率,REC_FIXING_ID,字符串,,,
IRSCCS,利率,REC_FIXING_RULE,字符串,,,
IRSCCS,利率,REC_FLOATING_INDEX_FREQ,字符串,,,
IRSCCS,利率,REC_FLT_DAY_COUNT_BASIS,字符串,,,
IRSCCS,利率,REC_FREQ,字符串,,,
IRSCCS,利率,REC_INTEREST,浮点数,,,
IRSCCS,利率,REC_INTEREST_TYPE,字符串,,,
IRSCCS,利率,REC_LAST_FIXING_RATE,浮点数,,,
IRSCCS,利率,REC_NEXT_FIXING_DATE,日期,,,
IRSCCS,利率,REC_NOTIONAL,浮点数,收取名义金额,,
IRSCCS,利率,REC_RESET_FREQ,字符串,,,
IRSCCS,利率,REC_SETTLE_CALENDAR,字符串,,,
IRSCCS,利率,REC_SETTLE_DAYOFF,整数,,,
IRSCCS,利率,REC_SETTLE_RULE,字符串,,,
IRSCCS,利率,REC_SPREAD,浮点数,,,
IRSCCS,利率,START_DATE,日期,起息日,,yyyyMMdd
IRSCCS,利率,SWAP_TYPE,字符串,互换类型,,
IR_AUTO_CALL,利率,BARRIER,浮点数,障碍价,,
IR_AUTO_CALL,利率,BARRIER_DIRECTION,字符串,障碍方向,Up/Down,
IR_AUTO_CALL,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_AUTO_CALL,利率,CURRENCY_CODE,字符串,货币代码,,
IR_AUTO_CALL,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_AUTO_CALL,利率,FIXING_ID,字符串,定盘ID,,
IR_AUTO_CALL,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_AUTO_CALL,利率,NOTIONAL,浮点数,名义金额,,非负有限数
IR_AUTO_CALL,利率,OBS_DATE,字符串,观察日,,
IR_AUTO_CALL,利率,PATH_FLAG,布尔,路径标志,,
IR_AUTO_CALL,利率,PATH_NB,整数,模拟路径数,,
IR_AUTO_CALL,利率,PAYOFF_RATE,浮点数,赔付率,,
IR_AUTO_CALL,利率,PREMIUM_RATE,浮点数,溢价率,,
IR_AUTO_CALL,利率,PRICE_CURVE,字符串,价格曲线,,
IR_AUTO_CALL,利率,PRODUCT_CODE,字符串,产品代码,,
IR_AUTO_CALL,利率,RATE_TYPE,字符串,利率类型,,
IR_AUTO_CALL,利率,SETTLE_CALENDAR,字符串,结算日历,,
IR_AUTO_CALL,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_AUTO_CALL,利率,SETTLE_DAYOFF,整数,结算休息日,,
IR_AUTO_CALL,利率,SETTLE_RULE,字符串,结算规则,,
IR_AUTO_CALL,利率,START_DATE,日期,起息日,,yyyyMMdd
IR_AUTO_CALL,利率,TERM_CODE,字符串,期限代码,,
IR_AUTO_CALL,利率,TERM_FREQ,字符串,期限频率,,
IR_AUTO_CALL,利率,UNDERLYING_TERM,字符串,,,
IR_AUTO_CALL,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_BARRIER,利率,BASE_PAYOFF,浮点数,基础赔付,,
IR_BARRIER,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_BARRIER,利率,CONTRACT_SIZE,浮点数,合约乘数,,默认1
IR_BARRIER,利率,CURRENCY_CODE,字符串,货币代码,,
IR_BARRIER,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_BARRIER,利率,DOWN_BARRIER,浮点数,下障碍价,,
IR_BARRIER,利率,FIXING_ID,字符串,定盘ID,,
IR_BARRIER,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_BARRIER,利率,KNOCK_OUT_FLAG,字符串,敲出标志,,
IR_BARRIER,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_BARRIER,利率,OPTION_TYPE,字符串,期权类型,Call/Put/Up/Down/Double,
IR_BARRIER,利率,PAYOFF_LOWER,浮点数,下行赔付,,
IR_BARRIER,利率,PRICE_CURVE,字符串,价格曲线,,
IR_BARRIER,利率,PRODUCT_CODE,字符串,产品代码,,
IR_BARRIER,利率,RATE_TYPE,字符串,利率类型,,
IR_BARRIER,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_BARRIER,利率,TERM_CODE,字符串,期限代码,,
IR_BARRIER,利率,TERM_FREQ,字符串,期限频率,,
IR_BARRIER,利率,TOUCH_BEFORE_FLAG,字符串,触碰前标志,,
IR_BARRIER,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
IR_BARRIER,利率,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
IR_BARRIER,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_BARRIER,利率,VV_FLAG,布尔,VannaVolga开关,true/false,
IR_DIGITAL,利率,BASE_PAYOFF,浮点数,基础赔付,,
IR_DIGITAL,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_DIGITAL,利率,CALL_OR_PUT,字符串,看涨看跌,Call/Put,
IR_DIGITAL,利率,CONTRACT_SIZE,浮点数,合约乘数,,默认1
IR_DIGITAL,利率,CURRENCY_CODE,字符串,货币代码,,
IR_DIGITAL,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_DIGITAL,利率,FIXING_ID,字符串,定盘ID,,
IR_DIGITAL,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_DIGITAL,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_DIGITAL,利率,PAYOFF_LOWER,浮点数,下行赔付,,
IR_DIGITAL,利率,PRICE_CURVE,字符串,价格曲线,,
IR_DIGITAL,利率,PRODUCT_CODE,字符串,产品代码,,
IR_DIGITAL,利率,RATE_TYPE,字符串,利率类型,,
IR_DIGITAL,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_DIGITAL,利率,STRIKE_PRICE,浮点数,行权价,,正数
IR_DIGITAL,利率,TERM_CODE,字符串,期限代码,,
IR_DIGITAL,利率,TERM_FREQ,字符串,期限频率,,
IR_DIGITAL,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
IR_DIGITAL,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_DIGITAL,利率,VV_FLAG,布尔,VannaVolga开关,true/false,
IR_RANGE_ACCURE,利率,ABS_FLAG,布尔,绝对值标志,,
IR_RANGE_ACCURE,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_RANGE_ACCURE,利率,CURRENCY_CODE,字符串,货币代码,,
IR_RANGE_ACCURE,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_RANGE_ACCURE,利率,DOMESTIC_RATE,浮点数,国内利率,,
IR_RANGE_ACCURE,利率,EPS,浮点数,扰动步长,,
IR_RANGE_ACCURE,利率,FIXING_ID,字符串,定盘ID,,
IR_RANGE_ACCURE,利率,FOREIGN_RATE,浮点数,国外利率,,
IR_RANGE_ACCURE,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_RANGE_ACCURE,利率,LOWER_BARRIER,浮点数,下障碍,,
IR_RANGE_ACCURE,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_RANGE_ACCURE,利率,NOTIONAL,浮点数,名义金额,,非负有限数
IR_RANGE_ACCURE,利率,OBS_DATE,字符串,观察日,,
IR_RANGE_ACCURE,利率,PRICE_CURVE,字符串,价格曲线,,
IR_RANGE_ACCURE,利率,PRODUCT_CODE,字符串,产品代码,,
IR_RANGE_ACCURE,利率,RANGE_ACCURE_RATE,浮点数,区间累积收益率,,
IR_RANGE_ACCURE,利率,RANGE_DIRECTION,字符串,区间方向,,
IR_RANGE_ACCURE,利率,RATE_TYPE,字符串,利率类型,,
IR_RANGE_ACCURE,利率,SETTLE_CURRENCY_CODE,字符串,结算货币,,
IR_RANGE_ACCURE,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_RANGE_ACCURE,利率,SIGMABYGOALSEEK,浮点数,,,
IR_RANGE_ACCURE,利率,START_DATE,日期,起息日,,yyyyMMdd
IR_RANGE_ACCURE,利率,TERM_CODE,字符串,期限代码,,
IR_RANGE_ACCURE,利率,TERM_FREQ,字符串,期限频率,,
IR_RANGE_ACCURE,利率,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
IR_RANGE_ACCURE,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_SHARKFIN,利率,BASE_CURRENCY_CODE,字符串,基础货币代码,,
IR_SHARKFIN,利率,BASE_DISCOUNT_CURVE,字符串,基础折现曲线,,
IR_SHARKFIN,利率,BASE_RATE,浮点数,基础收益率,,
IR_SHARKFIN,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_SHARKFIN,利率,CONTRACT_SIZE,浮点数,合约乘数,,默认1
IR_SHARKFIN,利率,CURRENCY_CODE,字符串,货币代码,,
IR_SHARKFIN,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_SHARKFIN,利率,DOWN_BARRIER,浮点数,下障碍价,,
IR_SHARKFIN,利率,FIXING_ID,字符串,定盘ID,,
IR_SHARKFIN,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_SHARKFIN,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_SHARKFIN,利率,NOTIONAL,浮点数,名义金额,,非负有限数
IR_SHARKFIN,利率,OPTION_TYPE,字符串,期权类型,Call/Put/Up/Down/Double,
IR_SHARKFIN,利率,PRICE_CURVE,字符串,价格曲线,,
IR_SHARKFIN,利率,PRODUCT_CODE,字符串,产品代码,,
IR_SHARKFIN,利率,RATE_TYPE,字符串,利率类型,,
IR_SHARKFIN,利率,SETTLE_CURRENCY_CODE,字符串,结算货币,,
IR_SHARKFIN,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_SHARKFIN,利率,SETTLE_TYPE,字符串,结算方式,Cash/Physical,
IR_SHARKFIN,利率,START_DATE,日期,起息日,,yyyyMMdd
IR_SHARKFIN,利率,STRIKE_PRICE,浮点数,行权价,,正数
IR_SHARKFIN,利率,TERM_CODE,字符串,期限代码,,
IR_SHARKFIN,利率,TERM_FREQ,字符串,期限频率,,
IR_SHARKFIN,利率,TOUCH_RATE,浮点数,触碰收益率,,
IR_SHARKFIN,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
IR_SHARKFIN,利率,UNDERLYING_CODE,字符串,标的代码,,
IR_SHARKFIN,利率,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
IR_SHARKFIN,利率,UNDERLYING_DISCOUNT_CURVE,字符串,标的折现曲线,,
IR_SHARKFIN,利率,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
IR_SHARKFIN,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_SHARKFIN,利率,VV_FLAG,布尔,VannaVolga开关,true/false,
IR_SPREADOPT,利率,BASE_CURRENCY_CODE,字符串,基础货币代码,,
IR_SPREADOPT,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_SPREADOPT,利率,CALL_OR_PUT,字符串,看涨看跌,Call/Put,
IR_SPREADOPT,利率,CONTRACT_SIZE,浮点数,合约乘数,,默认1
IR_SPREADOPT,利率,CURRENCY_CODE,字符串,货币代码,,
IR_SPREADOPT,利率,CURRENCY_PAIR,字符串,货币对,,
IR_SPREADOPT,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_SPREADOPT,利率,DOWN_BARRIER,浮点数,下障碍价,,
IR_SPREADOPT,利率,FIXING_ID,字符串,定盘ID,,
IR_SPREADOPT,利率,INITIAL_PRICE,浮点数,,,
IR_SPREADOPT,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_SPREADOPT,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_SPREADOPT,利率,NOTIONAL,浮点数,名义金额,,非负有限数
IR_SPREADOPT,利率,OPTION_TYPE,字符串,期权类型,Call/Put/Up/Down/Double,
IR_SPREADOPT,利率,PRICE_CURVE,字符串,价格曲线,,
IR_SPREADOPT,利率,PRODUCT_CODE,字符串,产品代码,,
IR_SPREADOPT,利率,RATE_TYPE,字符串,利率类型,,
IR_SPREADOPT,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_SPREADOPT,利率,SETTLE_TYPE,字符串,结算方式,Cash/Physical,
IR_SPREADOPT,利率,START_DATE,日期,起息日,,yyyyMMdd
